index,file_path,true_class,predicted_class,predicted_confidence,secondary_class,secondary_confidence,confidence_band,rules_fired,if_then_reasoning,recommendation
47,data/raw/test\Bacterial Pneumonia\515.jpeg,Bacterial Pneumonia,Bacterial Pneumonia,0.7526,Viral Pneumonia,0.2467,medium,moderate_confidence_with_differential,IF max probability >= medium_confidence AND < high_confidence THEN set Bacterial Pneumonia as primary with Viral Pneumonia as differential diagnosis. || IF predicted class is Bacterial Pneumonia THEN supporting reason: model pattern suggests focal air-space opacity that is commonly associated with bacterial consolidation. || IF predicted class is Bacterial Pneumonia THEN supporting reason: high bacterial class probability compared with other classes.,Primary diagnosis is Bacterial Pneumonia with differential Viral Pneumonia. Recommend clinical correlation and targeted follow-up review.
48,data/raw/test\Bacterial Pneumonia\524.jpeg,Bacterial Pneumonia,Bacterial Pneumonia,0.894,Viral Pneumonia,0.106,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Bacterial Pneumonia as primary diagnosis. || IF predicted class is Bacterial Pneumonia THEN supporting reason: model pattern suggests focal air-space opacity that is commonly associated with bacterial consolidation. || IF predicted class is Bacterial Pneumonia THEN supporting reason: high bacterial class probability compared with other classes.,Prediction strongly supports Bacterial Pneumonia. Continue with disease-specific confirmatory protocol.
49,data/raw/test\Bacterial Pneumonia\525.jpeg,Bacterial Pneumonia,Viral Pneumonia,0.5263,Bacterial Pneumonia,0.4631,low,low_confidence_needs_manual_review | ambiguous_top2_overlap,IF max probability < medium_confidence THEN mark prediction as low-confidence and escalate to expert review. || IF (top1 - top2) < ambiguity_margin THEN treat case as ambiguous and report top-2 differential. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Low-confidence prediction. Escalate to radiologist review and consider additional tests. Top-2 classes are close (Viral Pneumonia vs Bacterial Pneumonia); treat as uncertain differential.
50,data/raw/test\Bacterial Pneumonia\529.jpeg,Bacterial Pneumonia,Viral Pneumonia,0.739,Normal,0.1957,medium,moderate_confidence_with_differential,IF max probability >= medium_confidence AND < high_confidence THEN set Viral Pneumonia as primary with Normal as differential diagnosis. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Primary diagnosis is Viral Pneumonia with differential Normal. Recommend clinical correlation and targeted follow-up review.
51,data/raw/test\Bacterial Pneumonia\534.jpeg,Bacterial Pneumonia,Bacterial Pneumonia,0.6106,Viral Pneumonia,0.3578,medium,moderate_confidence_with_differential,IF max probability >= medium_confidence AND < high_confidence THEN set Bacterial Pneumonia as primary with Viral Pneumonia as differential diagnosis. || IF predicted class is Bacterial Pneumonia THEN supporting reason: model pattern suggests focal air-space opacity that is commonly associated with bacterial consolidation. || IF predicted class is Bacterial Pneumonia THEN supporting reason: high bacterial class probability compared with other classes.,Primary diagnosis is Bacterial Pneumonia with differential Viral Pneumonia. Recommend clinical correlation and targeted follow-up review.
52,data/raw/test\Bacterial Pneumonia\540.jpeg,Bacterial Pneumonia,Viral Pneumonia,0.4828,Bacterial Pneumonia,0.4742,low,low_confidence_needs_manual_review | ambiguous_top2_overlap | safety_alert_low_max_probability,IF max probability < medium_confidence THEN mark prediction as low-confidence and escalate to expert review. || IF (top1 - top2) < ambiguity_margin THEN treat case as ambiguous and report top-2 differential. || IF max probability < low_confidence_alert THEN trigger safety alert and require manual confirmation. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Low-confidence prediction. Escalate to radiologist review and consider additional tests. Top-2 classes are close (Viral Pneumonia vs Bacterial Pneumonia); treat as uncertain differential.
53,data/raw/test\Bacterial Pneumonia\541.jpeg,Bacterial Pneumonia,Viral Pneumonia,0.4639,Bacterial Pneumonia,0.3839,low,low_confidence_needs_manual_review | ambiguous_top2_overlap | safety_alert_low_max_probability,IF max probability < medium_confidence THEN mark prediction as low-confidence and escalate to expert review. || IF (top1 - top2) < ambiguity_margin THEN treat case as ambiguous and report top-2 differential. || IF max probability < low_confidence_alert THEN trigger safety alert and require manual confirmation. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Low-confidence prediction. Escalate to radiologist review and consider additional tests. Top-2 classes are close (Viral Pneumonia vs Bacterial Pneumonia); treat as uncertain differential.
54,data/raw/test\Bacterial Pneumonia\544.jpeg,Bacterial Pneumonia,Normal,0.7209,Bacterial Pneumonia,0.1868,medium,moderate_confidence_with_differential,IF max probability >= medium_confidence AND < high_confidence THEN set Normal as primary with Bacterial Pneumonia as differential diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Primary diagnosis is Normal with differential Bacterial Pneumonia. Recommend clinical correlation and targeted follow-up review.
55,data/raw/test\Bacterial Pneumonia\554.jpeg,Bacterial Pneumonia,Bacterial Pneumonia,0.4607,Viral Pneumonia,0.4589,low,low_confidence_needs_manual_review | ambiguous_top2_overlap | safety_alert_low_max_probability,IF max probability < medium_confidence THEN mark prediction as low-confidence and escalate to expert review. || IF (top1 - top2) < ambiguity_margin THEN treat case as ambiguous and report top-2 differential. || IF max probability < low_confidence_alert THEN trigger safety alert and require manual confirmation. || IF predicted class is Bacterial Pneumonia THEN supporting reason: model pattern suggests focal air-space opacity that is commonly associated with bacterial consolidation. || IF predicted class is Bacterial Pneumonia THEN supporting reason: high bacterial class probability compared with other classes.,Low-confidence prediction. Escalate to radiologist review and consider additional tests. Top-2 classes are close (Bacterial Pneumonia vs Viral Pneumonia); treat as uncertain differential.
56,data/raw/test\Bacterial Pneumonia\556.jpeg,Bacterial Pneumonia,Bacterial Pneumonia,0.643,Viral Pneumonia,0.3561,medium,moderate_confidence_with_differential,IF max probability >= medium_confidence AND < high_confidence THEN set Bacterial Pneumonia as primary with Viral Pneumonia as differential diagnosis. || IF predicted class is Bacterial Pneumonia THEN supporting reason: model pattern suggests focal air-space opacity that is commonly associated with bacterial consolidation. || IF predicted class is Bacterial Pneumonia THEN supporting reason: high bacterial class probability compared with other classes.,Primary diagnosis is Bacterial Pneumonia with differential Viral Pneumonia. Recommend clinical correlation and targeted follow-up review.
57,data/raw/test\Bacterial Pneumonia\557.jpeg,Bacterial Pneumonia,Bacterial Pneumonia,0.5178,Viral Pneumonia,0.4798,low,low_confidence_needs_manual_review | ambiguous_top2_overlap,IF max probability < medium_confidence THEN mark prediction as low-confidence and escalate to expert review. || IF (top1 - top2) < ambiguity_margin THEN treat case as ambiguous and report top-2 differential. || IF predicted class is Bacterial Pneumonia THEN supporting reason: model pattern suggests focal air-space opacity that is commonly associated with bacterial consolidation. || IF predicted class is Bacterial Pneumonia THEN supporting reason: high bacterial class probability compared with other classes.,Low-confidence prediction. Escalate to radiologist review and consider additional tests. Top-2 classes are close (Bacterial Pneumonia vs Viral Pneumonia); treat as uncertain differential.
58,data/raw/test\Bacterial Pneumonia\564.jpeg,Bacterial Pneumonia,Bacterial Pneumonia,0.8591,Viral Pneumonia,0.1408,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Bacterial Pneumonia as primary diagnosis. || IF predicted class is Bacterial Pneumonia THEN supporting reason: model pattern suggests focal air-space opacity that is commonly associated with bacterial consolidation. || IF predicted class is Bacterial Pneumonia THEN supporting reason: high bacterial class probability compared with other classes.,Prediction strongly supports Bacterial Pneumonia. Continue with disease-specific confirmatory protocol.
59,data/raw/test\Bacterial Pneumonia\574.jpeg,Bacterial Pneumonia,Normal,0.4819,Viral Pneumonia,0.3878,low,low_confidence_needs_manual_review | ambiguous_top2_overlap | safety_alert_low_max_probability,IF max probability < medium_confidence THEN mark prediction as low-confidence and escalate to expert review. || IF (top1 - top2) < ambiguity_margin THEN treat case as ambiguous and report top-2 differential. || IF max probability < low_confidence_alert THEN trigger safety alert and require manual confirmation. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Low-confidence prediction. Escalate to radiologist review and consider additional tests. Top-2 classes are close (Normal vs Viral Pneumonia); treat as uncertain differential.
